gene_symbol,chr,start,end,strand,biotype,gene_id
RNU6-460P,5,138116573,138116680,1,snRNA,ENSG00000212460
RNU6-888P,5,138123011,138123111,-1,snRNA,ENSG00000199880
RNU6-658P,5,74725099,74725204,-1,snRNA,ENSG00000207336
RNU6-1330P,5,74779309,74779413,1,snRNA,ENSG00000199645
ARPC1AP3,5,74798994,74800100,1,processed_pseudogene,ENSG00000250071
,5,74882656,74882783,-1,snoRNA,ENSG00000212363
,5,173911682,173912938,1,lncRNA,ENSG00000289085
,5,111238810,111240319,1,lncRNA,ENSG00000288965
,5,148859611,148860384,1,lncRNA,ENSG00000289430
,5,122326610,122329279,1,lncRNA,ENSG00000289054
HMGN1P16,5,148221360,148221642,-1,processed_pseudogene,ENSG00000249503
SPINK14,5,148168546,148175619,1,protein_coding,ENSG00000196800
BCLAF1P1,5,110948029,110950780,-1,processed_pseudogene,ENSG00000248966
,5,110970951,111008899,-1,lncRNA,ENSG00000248428
,5,110983563,110984466,-1,processed_pseudogene,ENSG00000251627
PNRC2P2,5,111155244,111156152,-1,processed_pseudogene,ENSG00000250728
RPS3AP21,5,111192226,111193042,-1,processed_pseudogene,ENSG00000214784
,5,163416525,163416731,1,unprocessed_pseudogene,ENSG00000250114
RN7SL153P,5,72314397,72314688,-1,misc_RNA,ENSG00000244748
,5,23456468,23456850,1,processed_pseudogene,ENSG00000248591
OR1X1P,5,176006145,176007387,1,unprocessed_pseudogene,ENSG00000272494
,5,78041888,78044136,-1,transcribed_processed_pseudogene,ENSG00000253558
,5,40967505,40967763,-1,processed_pseudogene,ENSG00000248120
GOLGA5P1,5,39169210,39170335,-1,processed_pseudogene,ENSG00000251215
CFAP53P1,5,39571478,39572639,-1,processed_pseudogene,ENSG00000251515
RPL7P20,5,166028567,166029311,-1,processed_pseudogene,ENSG00000254252
RPLP0P9,5,166382305,166382599,1,processed_pseudogene,ENSG00000229119
LINC01947,5,166905222,166926370,-1,lncRNA,ENSG00000254130
,5,167116318,167119585,-1,lncRNA,ENSG00000253713
,5,167164934,167168401,-1,lncRNA,ENSG00000253469
,5,167287320,167294273,-1,lncRNA,ENSG00000254365
TENM2-AS2,5,167296234,167303372,-1,lncRNA,ENSG00000254297
,5,167306273,167309870,-1,lncRNA,ENSG00000253527
,5,167569078,167570402,1,lncRNA,ENSG00000289264
,5,167721363,167729124,1,lncRNA,ENSG00000253357
TENM2-AS3,5,167937717,167953469,-1,lncRNA,ENSG00000253660
,5,167965187,167967086,-1,lncRNA,ENSG00000253947
,5,168033091,168033205,-1,snoRNA,ENSG00000253065
,5,168128856,168130422,1,TEC,ENSG00000279739
,5,39331773,39424868,-1,lncRNA,ENSG00000289699
RNU6-477P,5,169552449,169552555,1,snRNA,ENSG00000206614
,5,169772966,169779365,-1,lncRNA,ENSG00000253269
MIR378E,5,170028488,170028566,1,miRNA,ENSG00000263831
,5,169856650,169861747,1,lncRNA,ENSG00000289702
,5,40790077,40790204,-1,snoRNA,ENSG00000212567
SNORD72,5,40832656,40832735,-1,snoRNA,ENSG00000212296
RNU7-161P,5,40911067,40911128,-1,snRNA,ENSG00000253098
RPL26P19,5,56504635,56505072,-1,processed_pseudogene,ENSG00000226221
,5,56536583,56537826,-1,lncRNA,ENSG00000234553
,5,56770799,56772303,1,lncRNA,ENSG00000228650
,5,123619519,123620540,1,lncRNA,ENSG00000288890
KRT18P16,5,123636110,123637403,1,processed_pseudogene,ENSG00000235275
MIR3661,5,134225757,134225852,1,miRNA,ENSG00000266751
,5,134267421,134267856,1,processed_pseudogene,ENSG00000239615
,5,134394360,134395008,-1,TEC,ENSG00000279469
,5,158983006,158984789,1,lncRNA,ENSG00000253811
,5,158985806,158987199,1,lncRNA,ENSG00000253456
,5,159106380,159108617,1,TEC,ENSG00000279204
,5,159230194,159230322,1,snoRNA,ENSG00000252458
RNU4ATAC2P,5,159318042,159318167,1,snRNA,ENSG00000221601
LINC01845,5,159448556,159466291,-1,lncRNA,ENSG00000253298
VWA8P1,5,68854910,68855085,-1,processed_pseudogene,ENSG00000250289
U8,5,68873954,68874087,1,snoRNA,ENSG00000212249
RN7SKP251,5,68970439,68970752,-1,misc_RNA,ENSG00000276309
SUMO2P4,5,69068925,69069200,-1,processed_pseudogene,ENSG00000249183
,5,69160806,69160939,1,snoRNA,ENSG00000220986
SNORA50D,5,69160808,69160939,1,snoRNA,ENSG00000280894
APOOP1,5,156924119,156924710,1,processed_pseudogene,ENSG00000270560
,5,157104788,157114900,1,lncRNA,ENSG00000254246
GARIN3,5,157161846,157166264,-1,protein_coding,ENSG00000170613
,5,157199242,157224380,-1,lncRNA,ENSG00000253980
,5,157260122,157266625,-1,lncRNA,ENSG00000253653
,5,175903874,175904371,-1,TEC,ENSG00000280068
,5,175906939,175958538,-1,lncRNA,ENSG00000250820
,5,176143085,176185155,-1,lncRNA,ENSG00000248596
,5,176203314,176203710,-1,processed_pseudogene,ENSG00000270989
BRCC3P1,5,176308063,176309013,1,processed_pseudogene,ENSG00000251667
MIR1271,5,176367946,176368031,1,miRNA,ENSG00000221464
,5,176439090,176439238,1,TEC,ENSG00000280139
ZNF346-IT1,5,177051714,177052963,1,lncRNA,ENSG00000251666
OR1X5P,5,177836434,177837646,-1,unprocessed_pseudogene,ENSG00000214351
,5,177967004,177967457,1,lncRNA,ENSG00000280207
SUDS3P1,5,177971316,177972281,1,processed_pseudogene,ENSG00000249129
PROP1,5,177992235,177996242,-1,protein_coding,ENSG00000175325
,5,178055604,178056194,1,transcribed_processed_pseudogene,ENSG00000218227
NAXEP1,5,178165702,178166562,1,processed_pseudogene,ENSG00000251211
GMCL2,5,178184505,178187371,-1,protein_coding,ENSG00000244234
,5,178203851,178204373,-1,lncRNA,ENSG00000289390
,5,14620020,14621313,1,processed_pseudogene,ENSG00000248791
CCT6P2,5,14639426,14641018,-1,processed_pseudogene,ENSG00000250526
EEF1A1P13,5,14651941,14653329,-1,processed_pseudogene,ENSG00000250182
,5,14728587,14734258,1,lncRNA,ENSG00000286970
RBBP4P1,5,14797125,14798400,-1,processed_pseudogene,ENSG00000249485
MIR4637,5,14825929,14826012,-1,miRNA,ENSG00000264792
,5,68087161,68087494,-1,processed_pseudogene,ENSG00000253801
RNU6-1232P,5,68159061,68159146,-1,snRNA,ENSG00000252108
EEF1B2P2,5,68159218,68159893,-1,processed_pseudogene,ENSG00000213864
,5,178154048,178194925,1,lncRNA,ENSG00000289726
,5,72381794,72382393,1,processed_pseudogene,ENSG00000244061
YBX1P5,5,72417489,72418335,1,processed_pseudogene,ENSG00000251108
,5,72439903,72442387,-1,lncRNA,ENSG00000261269
PDGFRL2P,5,151173981,151180617,1,unitary_pseudogene,ENSG00000285420
ATP6V1G1P5,5,151319422,151319776,1,processed_pseudogene,ENSG00000270904
,5,151378003,151378640,-1,processed_pseudogene,ENSG00000253472
,5,151380341,151382381,1,processed_pseudogene,ENSG00000271494
RNA5SP197,5,151477459,151477577,-1,rRNA_pseudogene,ENSG00000200227
,5,34860783,34861506,-1,processed_pseudogene,ENSG00000250140
RPL21P54,5,34883057,34883520,1,processed_pseudogene,ENSG00000241829
,5,74899115,74903650,-1,lncRNA,ENSG00000287701
,5,74917726,75023928,-1,lncRNA,ENSG00000249856
,5,74929880,74930566,1,processed_pseudogene,ENSG00000196390
,5,74931662,74931817,1,processed_pseudogene,ENSG00000239517
RPL27AP5,5,74990189,74990637,-1,processed_pseudogene,ENSG00000182383
,5,75006713,75007012,-1,processed_pseudogene,ENSG00000249157
RNU6-680P,5,75709495,75709599,-1,snRNA,ENSG00000207333
SLC25A5P9,5,75752570,75753479,-1,processed_pseudogene,ENSG00000251078
,5,75831255,75832764,-1,processed_pseudogene,ENSG00000251419
,5,75910283,75910576,-1,processed_pseudogene,ENSG00000249301
BIN2P2,5,75910565,75911867,1,processed_pseudogene,ENSG00000248684
,5,75920670,75921660,-1,processed_pseudogene,ENSG00000228367
SAP18P1,5,76075531,76075920,1,processed_pseudogene,ENSG00000249777
,5,76078666,76079763,1,processed_pseudogene,ENSG00000251342
RNA5SP186,5,76091708,76091801,-1,rRNA_pseudogene,ENSG00000252833
,5,76170930,76171106,1,unprocessed_pseudogene,ENSG00000251668
RAP1BL,5,76173629,76174183,-1,translated_processed_pseudogene,ENSG00000254893
PDCD5P2,5,76280956,76281267,1,processed_pseudogene,ENSG00000251107
RNU6ATAC36P,5,76948791,76948870,1,snRNA,ENSG00000252684
,5,77030902,77152155,1,protein_coding,ENSG00000285000
,5,77073881,77074520,1,lncRNA,ENSG00000250615
SNORA47,5,77080434,77080571,-1,snoRNA,ENSG00000238961
PDE8B,5,77086732,77427124,1,protein_coding,ENSG00000284762
HMGB1P35,5,77146568,77147165,1,transcribed_processed_pseudogene,ENSG00000251566
ALDH7A1P1,5,77290268,77291800,1,processed_pseudogene,ENSG00000251400
RPS2P24,5,77545397,77546266,1,processed_pseudogene,ENSG00000244019
RPL7P23,5,77582376,77583122,1,processed_pseudogene,ENSG00000244363
OTP,5,77628712,77638713,-1,protein_coding,ENSG00000171540
ACTBP2,5,77784881,77786003,1,processed_pseudogene,ENSG00000213763
,5,139492538,139493105,1,processed_pseudogene,ENSG00000249689
NCOA4P4,5,139494256,139496116,1,processed_pseudogene,ENSG00000249215
,5,139503242,139511374,1,lncRNA,ENSG00000286403
Y_RNA,5,139554900,139555001,-1,misc_RNA,ENSG00000207020
H3P25,5,139612002,139612363,-1,processed_pseudogene,ENSG00000275506
,5,139644460,139645002,-1,lncRNA,ENSG00000272255
FAM81B,5,95391366,95450454,1,protein_coding,ENSG00000153347
RTRAFP2,5,95440044,95440687,1,processed_pseudogene,ENSG00000225165
RNU6-308P,5,95521369,95521475,1,snRNA,ENSG00000212259
GPR150,5,95620087,95622142,1,protein_coding,ENSG00000178015
,5,14356886,14359285,-1,lncRNA,ENSG00000287581
DBIP2,5,80603383,80603644,-1,processed_pseudogene,ENSG00000251366
LINC01337,5,80608623,80622524,-1,lncRNA,ENSG00000251221
,5,55750206,55750401,-1,processed_pseudogene,ENSG00000251368
RNA5SP183,5,55777469,55777587,1,rRNA_pseudogene,ENSG00000199322
HNRNPH1P3,5,55838801,55840025,-1,processed_pseudogene,ENSG00000248854
,5,55936143,55941727,1,lncRNA,ENSG00000262211
,5,55944656,55944733,1,processed_pseudogene,ENSG00000264281
,5,56000518,56000621,-1,snoRNA,ENSG00000238326
,5,35081223,35081992,1,processed_pseudogene,ENSG00000250886
MTCYBP18,5,134923303,134924049,-1,processed_pseudogene,ENSG00000244921
MTND6P4,5,134924123,134924644,1,processed_pseudogene,ENSG00000249119
MTND5P11,5,134924648,134926459,-1,processed_pseudogene,ENSG00000248923
MTND4P12,5,134926660,134928036,-1,processed_pseudogene,ENSG00000247627
MTND4LP30,5,134928030,134928326,-1,processed_pseudogene,ENSG00000198868
,5,134928039,134928112,1,miRNA,ENSG00000263963
MTND3P25,5,134928393,134928527,-1,processed_pseudogene,ENSG00000249192
CATSPER3,5,134967907,135011696,1,protein_coding,ENSG00000152705
,5,135476913,135638231,1,lncRNA,ENSG00000250167
NEUROG1,5,135534282,135535964,-1,protein_coding,ENSG00000181965
SLC25A48-AS1,5,135648584,135653935,-1,lncRNA,ENSG00000251045
,5,135742462,135746356,-1,unprocessed_pseudogene,ENSG00000223539
MIR5692C1,5,135802985,135803075,-1,miRNA,ENSG00000265924
,5,135812667,135827546,1,lncRNA,ENSG00000250378
,5,141087470,141089210,1,unprocessed_pseudogene,ENSG00000289752
,5,178909710,178910609,-1,processed_pseudogene,ENSG00000213328
PIGFP1,5,178922064,178922716,1,processed_pseudogene,ENSG00000253869
,5,178969390,178990116,1,lncRNA,ENSG00000254035
GRM6,5,178977587,178996206,-1,protein_coding,ENSG00000113262
,5,178997969,178998815,-1,processed_pseudogene,ENSG00000254158
,5,179082680,179083194,-1,processed_pseudogene,ENSG00000253144
,5,179377505,179378865,1,lncRNA,ENSG00000253979
,5,179385819,179385992,-1,processed_pseudogene,ENSG00000253617
,5,179455415,179456095,1,lncRNA,ENSG00000250674
U4,5,179492076,179492157,-1,snRNA,ENSG00000274716
,5,65961183,65961319,-1,snoRNA,ENSG00000252904
,5,65965373,65969143,1,lncRNA,ENSG00000286314
,5,66085405,66093937,1,lncRNA,ENSG00000285999
,5,66144156,66144795,-1,lncRNA,ENSG00000253744
LINC02065,5,66205120,66209893,-1,lncRNA,ENSG00000248846
RN7SKP157,5,62146665,62146946,1,misc_RNA,ENSG00000251983
,5,93600357,93603598,1,TEC,ENSG00000278905
MIR2277,5,93620696,93620788,-1,miRNA,ENSG00000284336
NPM1P27,5,93682838,93683667,-1,processed_pseudogene,ENSG00000249353
POU5F2,5,93733220,93741600,-1,protein_coding,ENSG00000248483
,5,178690804,178693681,-1,lncRNA,ENSG00000286713
,5,178694605,178729335,-1,protein_coding,ENSG00000285978
,5,178825382,178825571,1,unprocessed_pseudogene,ENSG00000274813
CCDC86P2,5,178840097,178841134,1,processed_pseudogene,ENSG00000253725
,5,178842028,178842235,-1,processed_pseudogene,ENSG00000278441
RNU1-39P,5,178884715,178884879,1,snRNA,ENSG00000206624
,5,33997007,34008084,-1,protein_coding,ENSG00000289791
,5,150950109,150952460,-1,unprocessed_pseudogene,ENSG00000274235
,5,150978419,150979175,1,unprocessed_pseudogene,ENSG00000277866
SLC6A19,5,1201595,1225111,1,protein_coding,ENSG00000174358
SLC6A18,5,1225381,1246189,1,protein_coding,ENSG00000164363
MIR4457,5,1309310,1309377,-1,miRNA,ENSG00000263670
,5,1345197,1350786,1,lncRNA,ENSG00000286388
LINC01511,5,1353896,1380107,-1,lncRNA,ENSG00000250584
MTCO2P32,5,1370543,1370945,-1,processed_pseudogene,ENSG00000248951
,5,1383159,1386409,-1,TEC,ENSG00000279908
MIR6075,5,1510762,1510856,-1,miRNA,ENSG00000273742
CDH12P1,5,70860285,70860579,-1,unprocessed_pseudogene,ENSG00000254335
,5,71032670,71034400,-1,lncRNA,ENSG00000289810
,5,76818312,76819577,-1,lncRNA,ENSG00000289924
,5,134157088,134225861,-1,protein_coding,ENSG00000272772
,5,134196905,134371044,-1,protein_coding,ENSG00000273345
,5,180534184,180534642,-1,processed_pseudogene,ENSG00000250749
LINC02222,5,180683724,180687502,1,lncRNA,ENSG00000248717
OR2AI1P,5,180692832,180693763,-1,unprocessed_pseudogene,ENSG00000236791
Y_RNA,5,128371099,128371212,-1,misc_RNA,ENSG00000207290
,5,181306502,181324685,1,lncRNA,ENSG00000238035
CICP15,5,181329049,181331839,-1,processed_pseudogene,ENSG00000274553
,5,70449636,70450353,1,lncRNA,ENSG00000269983
MTND6P3,5,94568929,94569470,-1,processed_pseudogene,ENSG00000254132
MTND5P12,5,94567461,94568909,1,processed_pseudogene,ENSG00000251544
MTCYBP35,5,94569540,94570676,1,processed_pseudogene,ENSG00000251340
,5,94592771,94594791,1,processed_pseudogene,ENSG00000232578
,5,94788789,94793599,1,lncRNA,ENSG00000249175
RPL7P18,5,94825961,94826694,-1,processed_pseudogene,ENSG00000243806
,5,94877599,94877777,-1,misc_RNA,ENSG00000276514
,5,10137138,10138365,1,lncRNA,ENSG00000249807
,5,10168783,10169006,1,TEC,ENSG00000280449
,5,10171030,10171214,-1,TEC,ENSG00000280368
,5,10195121,10197628,-1,lncRNA,ENSG00000260515
,5,10195187,10197622,-1,lncRNA,ENSG00000271998
,5,10203600,10204040,-1,lncRNA,ENSG00000272417
,5,10269489,10269918,-1,lncRNA,ENSG00000271715
Y_RNA,5,10292041,10292148,-1,misc_RNA,ENSG00000252341
Y_RNA,5,10337277,10337386,1,misc_RNA,ENSG00000252671
,5,10342813,10343131,1,TEC,ENSG00000280369
MIR6131,5,10478037,10478145,1,miRNA,ENSG00000277073
RPL30P7,5,10488820,10489142,1,processed_pseudogene,ENSG00000244361
PMCHL1,5,22142373,22142903,1,transcribed_unprocessed_pseudogene,ENSG00000168967
NBPF22P,5,86282766,86296309,1,transcribed_unprocessed_pseudogene,ENSG00000205449
,5,86282460,86296463,1,lncRNA,ENSG00000290550
,5,157689934,157690878,-1,transcribed_unprocessed_pseudogene,ENSG00000253798
PMCHL2,5,71375830,71376336,1,transcribed_unprocessed_pseudogene,ENSG00000169040
PCDHB17P,5,141155996,141158388,1,transcribed_unprocessed_pseudogene,ENSG00000255622
PCDHB18P,5,141234551,141236918,1,transcribed_unprocessed_pseudogene,ENSG00000146001
PCDHB19P,5,141239923,141242293,1,transcribed_unprocessed_pseudogene,ENSG00000262096
CEP192P1,5,176145025,176156989,-1,transcribed_unprocessed_pseudogene,ENSG00000283559
SIMC1P1,5,177626436,177672149,-1,transcribed_unprocessed_pseudogene,ENSG00000246596
,5,151366433,151431352,-1,transcribed_unprocessed_pseudogene,ENSG00000253897
SDHAP3,5,1572222,1593289,-1,transcribed_unprocessed_pseudogene,ENSG00000185986
,5,177875595,177883831,1,transcribed_unprocessed_pseudogene,ENSG00000170089
ZNF300P1,5,150930763,150946289,-1,transcribed_unprocessed_pseudogene,ENSG00000197083
SEPTIN14P5,5,181333743,181333911,1,transcribed_unprocessed_pseudogene,ENSG00000250765
GTF2H2B,5,70415352,70447526,1,transcribed_unprocessed_pseudogene,ENSG00000226259
NAIPP1,5,70473448,70478581,1,transcribed_unprocessed_pseudogene,ENSG00000250687
WSPAR,5,133913677,133917269,1,lncRNA,ENSG00000249073
,5,134081914,134082040,-1,processed_pseudogene,ENSG00000271128
TSSK1B,5,113432553,113434989,-1,protein_coding,ENSG00000212122
RNU4ATAC13P,5,113493835,113493960,1,snRNA,ENSG00000251741
DDX18P4,5,98679402,98681367,1,processed_pseudogene,ENSG00000251553
CSNK1A1P3,5,98833382,98833711,1,processed_pseudogene,ENSG00000250162
RNU6-402P,5,98889731,98889833,1,snRNA,ENSG00000222610
Y_RNA,5,98936638,98936747,-1,misc_RNA,ENSG00000200351
,5,98954394,98954972,1,processed_pseudogene,ENSG00000241597
,5,177632075,177672209,-1,lncRNA,ENSG00000290968
,5,149494314,149504670,-1,lncRNA,ENSG00000230551
RPL29P14,5,149545383,149545810,-1,processed_pseudogene,ENSG00000241112
,5,10675317,10675575,-1,TEC,ENSG00000279979
,5,10676096,10676423,-1,TEC,ENSG00000278865
RNU6-429P,5,11027200,11027307,1,snRNA,ENSG00000207312
MIR6499,5,151522087,151522148,-1,miRNA,ENSG00000276622
RN7SL177P,5,153755382,153755680,1,misc_RNA,ENSG00000242976
Metazoa_SRP,5,179629151,179629410,1,misc_RNA,ENSG00000273549
PGBD4P3,5,148307298,148308258,1,processed_pseudogene,ENSG00000249834
Metazoa_SRP,5,148389748,148390029,1,misc_RNA,ENSG00000274799
,5,148430159,148430807,-1,lncRNA,ENSG00000251330
,5,148644687,148646390,-1,lncRNA,ENSG00000253297
RN7SKP89,5,114253513,114253754,1,misc_RNA,ENSG00000222706
LINC01957,5,114576041,114579970,1,lncRNA,ENSG00000251542
HSPD1P11,5,95768999,95770700,1,processed_pseudogene,ENSG00000251348
MIR9-2,5,88666853,88666939,-1,miRNA,ENSG00000284447
,5,148362777,148372152,1,unprocessed_pseudogene,ENSG00000283653
LINC02218,5,17444010,17487371,1,protein_coding,ENSG00000249662
H3Y2,5,17490967,17492076,-1,protein_coding,ENSG00000268799
,5,17495658,17495826,-1,processed_pseudogene,ENSG00000250667
H3P17,5,17502043,17502363,-1,processed_pseudogene,ENSG00000248205
,5,17587290,17587523,-1,processed_pseudogene,ENSG00000250088
,5,17598432,17598559,-1,processed_pseudogene,ENSG00000248422
,5,17601882,17602134,-1,processed_pseudogene,ENSG00000249282
H3P19,5,17614781,17615111,-1,processed_pseudogene,ENSG00000271296
H3P20,5,17620533,17620939,-1,processed_pseudogene,ENSG00000250351
,5,17642962,17643228,-1,processed_pseudogene,ENSG00000248471
,5,17647712,17647944,-1,processed_pseudogene,ENSG00000248160
,5,17649046,17649643,1,processed_pseudogene,ENSG00000248542
,5,17654373,17654643,-1,processed_pseudogene,ENSG00000248337
H3Y1,5,17654868,17655849,-1,protein_coding,ENSG00000269466
,5,17669283,17669518,-1,processed_pseudogene,ENSG00000274832
H3P22,5,17670168,17670571,-1,processed_pseudogene,ENSG00000250715
MIR874,5,137647572,137647649,-1,miRNA,ENSG00000216009
,5,140579667,140579792,1,snoRNA,ENSG00000200235
MIR3655,5,140647844,140647926,1,miRNA,ENSG00000284325
,5,10057502,10057807,1,TEC,ENSG00000279011
,5,10064243,10064476,-1,TEC,ENSG00000279755
,5,10070531,10070841,1,TEC,ENSG00000278874
,5,10082571,10082772,1,TEC,ENSG00000280016
ANKRD33B-AS1,5,10627260,10628225,-1,lncRNA,ENSG00000250106
,5,10652211,10655925,-1,unprocessed_pseudogene,ENSG00000251196
ITSN1P1,5,10664495,10665113,-1,processed_pseudogene,ENSG00000251548
,5,168654513,168667761,1,lncRNA,ENSG00000254192
SLIT3-AS2,5,168706567,168720884,1,lncRNA,ENSG00000254042
MIR218-2,5,168768146,168768255,-1,miRNA,ENSG00000207739
Y_RNA,5,168791498,168791610,1,misc_RNA,ENSG00000202345
,5,169012148,169013146,-1,TEC,ENSG00000279752
MIR585,5,169263601,169263694,-1,miRNA,ENSG00000207619
PPIAP77,5,42892319,42892817,-1,processed_pseudogene,ENSG00000249092
PRELID3BP4,5,42897262,42897832,-1,processed_pseudogene,ENSG00000251163
CBX3P3,5,112777630,112778161,-1,processed_pseudogene,ENSG00000250045
RNU6-482P,5,112778363,112778469,1,snRNA,ENSG00000212370
,5,140527352,140527428,-1,snoRNA,ENSG00000200051
MIR6831,5,140563671,140563751,-1,miRNA,ENSG00000283717
,5,140711215,140733281,1,lncRNA,ENSG00000292256
KCNIP1-AS2,5,170483806,170486407,-1,lncRNA,ENSG00000253858
KCNIP1-AS1,5,170639158,170681437,-1,lncRNA,ENSG00000253591
RN7SL623P,5,170866835,170867144,1,misc_RNA,ENSG00000244501
,5,170896929,170904461,1,processed_pseudogene,ENSG00000253966
,5,79849552,79849846,-1,processed_pseudogene,ENSG00000238254
RPL6P15,5,133172218,133173053,-1,processed_pseudogene,ENSG00000240611
,5,133387773,133388549,1,lncRNA,ENSG00000250409
MIR1289-2,5,133427596,133427706,-1,miRNA,ENSG00000221287
,5,133457805,133458331,1,TEC,ENSG00000280104
,5,133574829,133575298,-1,TEC,ENSG00000279197
,5,133720495,133720934,-1,processed_pseudogene,ENSG00000251243
,5,146099406,146120412,1,lncRNA,ENSG00000251556
RPL35AP16,5,146137755,146138381,1,processed_pseudogene,ENSG00000239602
RPL35AP17,5,146138771,146139008,1,processed_pseudogene,ENSG00000239317
RBM27-POU4F3,5,146203550,146339251,1,protein_coding,ENSG00000275740
RNU7-180P,5,146245191,146245253,-1,snRNA,ENSG00000238374
,5,149216523,149276805,-1,lncRNA,ENSG00000253406
LNPPS,5,149425771,149428289,-1,lncRNA,ENSG00000275871
MIR143,5,149428918,149429023,1,miRNA,ENSG00000284182
MIR145,5,149430646,149430733,1,miRNA,ENSG00000276365
,5,151366299,151436953,-1,lncRNA,ENSG00000290991
PRDM9,5,23443586,23528093,1,protein_coding,ENSG00000164256
AACSP1,5,178764861,178818435,-1,lncRNA,ENSG00000291019
FBLL1,5,168529305,168530634,1,protein_coding,ENSG00000188573
SLC2A3P1,5,168552277,168553727,-1,processed_pseudogene,ENSG00000253861
MIR103A1,5,168560896,168560973,-1,miRNA,ENSG00000199035
MIR103B1,5,168560904,168560965,1,miRNA,ENSG00000283612
RPL10P9,5,168616352,168616996,1,processed_pseudogene,ENSG00000233913
RNU6-738P,5,27111569,27111674,1,snRNA,ENSG00000207261
,5,38763158,38764289,-1,processed_pseudogene,ENSG00000248577
,5,38783580,38792754,1,lncRNA,ENSG00000250629
AIG1P1,5,39022411,39022558,1,unprocessed_pseudogene,ENSG00000249089
,5,39092658,39103677,-1,lncRNA,ENSG00000286809
SMN2-AS1,5,70055820,70057416,-1,lncRNA,ENSG00000285151
CDH12P3,5,70132679,70132973,1,unprocessed_pseudogene,ENSG00000253492
,5,59314110,59314800,1,processed_pseudogene,ENSG00000276214
NDUFB4P2,5,59528861,59529251,1,processed_pseudogene,ENSG00000251306
MIR582,5,59703606,59703703,-1,miRNA,ENSG00000202601
RNU6-806P,5,60304047,60304151,-1,snRNA,ENSG00000202017
RPL31P8,5,60429903,60430276,-1,processed_pseudogene,ENSG00000213896
,5,60487713,60487929,1,misc_RNA,ENSG00000273701
,5,60488078,60488327,1,misc_RNA,ENSG00000275634
,5,60546219,60546349,1,misc_RNA,ENSG00000276233
CAB39P1,5,60630514,60630973,1,processed_pseudogene,ENSG00000251303
KRT8P31,5,60743563,60744970,-1,processed_pseudogene,ENSG00000250148
VTRNA1-1,5,140711275,140711373,1,vault_RNA,ENSG00000199990
VTRNA1-2,5,140718925,140719013,1,vault_RNA,ENSG00000202111
VTRNA1-3,5,140726158,140726246,1,vault_RNA,ENSG00000202515
RPL36AP21,5,18049550,18049872,1,transcribed_processed_pseudogene,ENSG00000240785
,5,18049232,18049661,1,lncRNA,ENSG00000293053
,5,73410064,73410430,1,transcribed_processed_pseudogene,ENSG00000249149
RPLP1P6,5,151765897,151766239,-1,transcribed_processed_pseudogene,ENSG00000213433
HMGB3P22,5,179694197,179694768,1,transcribed_processed_pseudogene,ENSG00000225051
,5,137757879,137759897,-1,transcribed_processed_pseudogene,ENSG00000287067
,5,176124006,176125203,1,transcribed_processed_pseudogene,ENSG00000251623
FBXL21P,5,135934368,135941671,1,transcribed_unitary_pseudogene,ENSG00000164616
,5,135930317,135951591,1,lncRNA,ENSG00000293402
,5,140569962,140594570,-1,transcribed_unitary_pseudogene,ENSG00000283602
PCDHGB8P,5,141426286,141429158,1,transcribed_unitary_pseudogene,ENSG00000248449
ATP6AP1L,5,82295449,82318300,1,transcribed_unitary_pseudogene,ENSG00000205464
NPY6R,5,137808211,137809322,1,transcribed_unitary_pseudogene,ENSG00000226306
VTRNA2-1,5,136080470,136080597,-1,vault_RNA,ENSG00000270123
,5,136129516,136129781,1,misc_RNA,ENSG00000277859
,5,136133696,136133826,1,misc_RNA,ENSG00000275646
,5,136133912,136134035,1,misc_RNA,ENSG00000277524
,5,136134082,136134248,1,misc_RNA,ENSG00000274934
SMIM32,5,136191468,136193162,-1,protein_coding,ENSG00000271824
RN7SL629P,5,87294189,87294473,-1,misc_RNA,ENSG00000241243
RNU6-606P,5,87299687,87299797,-1,snRNA,ENSG00000207452
RNU6-727P,5,87420341,87420447,-1,snRNA,ENSG00000200462
OR4F3,5,181367268,181368262,1,protein_coding,ENSG00000230178
PCDHB17P,5,141155996,141159061,1,lncRNA,ENSG00000290893
PCDHB8,5,141177790,141182369,1,protein_coding,ENSG00000120322
PCDHB18P,5,141234333,141237529,1,lncRNA,ENSG00000290894
,5,141240121,141243034,1,lncRNA,ENSG00000290895
TAF11L5,5,17525235,17525831,1,protein_coding,ENSG00000284234
TAF11L3,5,17518367,17518963,1,protein_coding,ENSG00000284439
TAF11L7,5,17585162,17585758,-1,protein_coding,ENSG00000284465
TAF11L8,5,17590364,17590960,-1,protein_coding,ENSG00000283967
TAF11L13,5,17632088,17632684,1,protein_coding,ENSG00000283776
TAF11L4,5,17521801,17522397,1,protein_coding,ENSG00000284283
TAF11L6,5,17528669,17529265,1,protein_coding,ENSG00000284042
TAF11L9,5,17593798,17594394,-1,protein_coding,ENSG00000283988
TAF11L2,5,17498231,17498827,1,protein_coding,ENSG00000284373
TAF11L14,5,17634460,17635053,1,protein_coding,ENSG00000250782
,5,179522483,179525074,1,protein_coding,ENSG00000251545
,5,179679032,179694649,1,lncRNA,ENSG00000293215
TMEM183AP6,5,112546973,112547505,1,processed_pseudogene,ENSG00000251014
SETP22,5,97056402,97057358,-1,processed_pseudogene,ENSG00000213701
