gene_id	gate_type	complexity_score
ENSG00000264279	NULL	-1
ENSG00000231278	NULL	-1
ENSG00000213048	REPRESSED	1
ENSG00000172428	INCONSISTENT	2
ENSG00000178602	NULL	-1
ENSG00000227479	REPRESSED	1
ENSG00000276366	NULL	-1
ENSG00000130414	SIMPLE_AND	1
ENSG00000180228	SIMPLE_AND	1
ENSG00000204311	INCONSISTENT	2
ENSG00000238082	NULL	-1
ENSG00000116095	SIMPLE_AND	1
ENSG00000270956	NULL	-1
ENSG00000270277	NULL	-1
ENSG00000279598	NULL	-1
ENSG00000271011	NULL	-1
ENSG00000270574	NULL	-1
ENSG00000271141	NULL	-1
ENSG00000271401	NULL	-1
ENSG00000267784	NULL	-1
ENSG00000143977	SIMPLE_AND	1
ENSG00000233849	INCONSISTENT	2
ENSG00000235289	NULL	-1
ENSG00000229229	NULL	-1
ENSG00000224606	NULL	-1
ENSG00000173692	SIMPLE_AND	1
ENSG00000163093	INCONSISTENT	2
ENSG00000251569	INCONSISTENT	2
ENSG00000239474	NULL	-1
ENSG00000138399	SIMPLE_AND	1
ENSG00000229827	NULL	-1
ENSG00000138398	COMPLEX	4
ENSG00000115750	SIMPLE_AND	1
ENSG00000269973	NULL	-1
ENSG00000134317	INCONSISTENT	2
ENSG00000188525	NULL	-1
ENSG00000260476	NULL	-1
ENSG00000260077	INCONSISTENT	1
ENSG00000172059	INCONSISTENT	2
ENSG00000271787	NULL	-1
ENSG00000233502	REPRESSED	1
ENSG00000212558	REPRESSED	1
ENSG00000171848	SIMPLE_AND	1
ENSG00000206647	NULL	-1
ENSG00000265418	NULL	-1
ENSG00000264030	INCONSISTENT	2
ENSG00000206898	INCONSISTENT	1
ENSG00000115756	SIMPLE_AND	1
ENSG00000206633	SIMPLE_AND	1
ENSG00000232789	INCONSISTENT	1
ENSG00000229525	INCONSISTENT	2
ENSG00000234638	NULL	-1
ENSG00000280323	NULL	-1
ENSG00000072195	NULL	-1
ENSG00000227432	INCONSISTENT	2
ENSG00000268896	NULL	-1
ENSG00000265252	NULL	-1
ENSG00000124006	SIMPLE_AND	1
ENSG00000269068	NULL	-1
ENSG00000123999	INCONSISTENT	2
ENSG00000222678	NULL	-1
ENSG00000144589	SIMPLE_AND	1
ENSG00000228973	INCONSISTENT	1
ENSG00000114923	INCONSISTENT	1
ENSG00000267919	NULL	-1
ENSG00000231802	INCONSISTENT	2
ENSG00000227308	INCONSISTENT	2
ENSG00000223903	NULL	-1
ENSG00000234624	NULL	-1
ENSG00000206937	NULL	-1
ENSG00000285857	NULL	-1
ENSG00000271243	NULL	-1
ENSG00000226884	NULL	-1
ENSG00000206973	NULL	-1
ENSG00000115884	INCONSISTENT	1
ENSG00000235411	NULL	-1
ENSG00000238735	NULL	-1
ENSG00000232800	NULL	-1
ENSG00000212171	REPRESSED	1
ENSG00000143878	INCONSISTENT	2
ENSG00000228950	NULL	-1
ENSG00000200829	NULL	-1
ENSG00000237016	NULL	-1
ENSG00000237617	REPRESSED	1
ENSG00000270460	NULL	-1
ENSG00000234415	NULL	-1
ENSG00000271151	INCONSISTENT	2
ENSG00000273258	NULL	-1
ENSG00000260868	NULL	-1
ENSG00000235414	NULL	-1
ENSG00000138430	SIMPLE_AND	1
ENSG00000270799	NULL	-1
ENSG00000243770	NULL	-1
ENSG00000201088	NULL	-1
ENSG00000227180	REPRESSED	1
ENSG00000237804	REPRESSED	1
ENSG00000231453	INCONSISTENT	2
ENSG00000280414	INCONSISTENT	1
ENSG00000217236	BIVALENT	4
ENSG00000138433	INCONSISTENT	2
ENSG00000144306	INCONSISTENT	2
ENSG00000179997	NULL	-1
ENSG00000279884	INCONSISTENT	2
ENSG00000206965	NULL	-1
ENSG00000237798	NULL	-1
ENSG00000237126	NULL	-1
ENSG00000204120	SIMPLE_AND	1
ENSG00000213055	NULL	-1
ENSG00000241409	NULL	-1
ENSG00000115474	NULL	-1
ENSG00000066248	NULL	-1
ENSG00000222001	NULL	-1
ENSG00000115488	NULL	-1
ENSG00000236449	INCONSISTENT	2
ENSG00000235655	NULL	-1
ENSG00000138435	BIVALENT	4
ENSG00000162980	SIMPLE_AND	1
ENSG00000232114	NULL	-1
ENSG00000163214	SIMPLE_AND	1
ENSG00000223922	NULL	-1
ENSG00000225284	NULL	-1
ENSG00000207295	NULL	-1
ENSG00000265905	REPRESSED	1
ENSG00000229692	NULL	-1
ENSG00000206985	NULL	-1
ENSG00000225900	NULL	-1
ENSG00000202309	NULL	-1
ENSG00000279181	NULL	-1
ENSG00000257800	INCONSISTENT	2
ENSG00000217702	NULL	-1
ENSG00000163170	SIMPLE_AND	1
ENSG00000114978	SIMPLE_AND	1
ENSG00000065911	SIMPLE_AND	1
ENSG00000279201	NULL	-1
ENSG00000279070	INCONSISTENT	2
ENSG00000135913	SIMPLE_AND	1
ENSG00000222714	NULL	-1
ENSG00000144580	SIMPLE_AND	1
ENSG00000207393	NULL	-1
ENSG00000115556	REPRESSED	1
ENSG00000074582	SIMPLE_AND	1
ENSG00000163481	SIMPLE_AND	1
ENSG00000163482	INCONSISTENT	2
ENSG00000135912	SIMPLE_AND	1
ENSG00000135929	NULL	-1
ENSG00000272555	REPRESSED	1
ENSG00000283639	NULL	-1
ENSG00000232625	NULL	-1
ENSG00000263828	NULL	-1
ENSG00000174325	NULL	-1
ENSG00000252250	NULL	-1
ENSG00000169599	SIMPLE_AND	1
ENSG00000244236	NULL	-1
ENSG00000207016	NULL	-1
ENSG00000232228	NULL	-1
ENSG00000229948	NULL	-1
ENSG00000231024	NULL	-1
ENSG00000115568	SIMPLE_AND	1
ENSG00000188760	INCONSISTENT	2
ENSG00000198885	INCONSISTENT	1
ENSG00000163040	INCONSISTENT	1
ENSG00000222038	NULL	-1
ENSG00000204634	INCONSISTENT	2
ENSG00000163013	INCONSISTENT	2
ENSG00000154518	COMPLEX	4
ENSG00000187514	SIMPLE_AND	1
ENSG00000118257	INCONSISTENT	1
ENSG00000123992	NULL	-1
ENSG00000185404	INCONSISTENT	2
ENSG00000273045	INCONSISTENT	2
ENSG00000163328	COMPLEX	4
ENSG00000197223	NULL	-1
ENSG00000115414	SIMPLE_OR	0
ENSG00000231536	NULL	-1
ENSG00000216867	NULL	-1
ENSG00000169679	SIMPLE_AND	1
ENSG00000235881	NULL	-1
ENSG00000236330	NULL	-1
ENSG00000204581	NULL	-1
ENSG00000153094	INCONSISTENT	2
ENSG00000230499	NULL	-1
ENSG00000227992	NULL	-1
ENSG00000271590	NULL	-1
ENSG00000118965	SIMPLE_AND	1
ENSG00000115155	REPRESSED	1
ENSG00000228329	INCONSISTENT	1
ENSG00000163217	INCONSISTENT	1
ENSG00000183607	NULL	-1
ENSG00000169605	REPRESSED	1
ENSG00000266649	NULL	-1
ENSG00000251850	NULL	-1
ENSG00000199460	NULL	-1
ENSG00000271597	NULL	-1
ENSG00000169604	INCONSISTENT	1
ENSG00000172016	NULL	-1
ENSG00000224879	NULL	-1
ENSG00000229385	NULL	-1
ENSG00000277171	NULL	-1
ENSG00000230237	NULL	-1
ENSG00000252031	NULL	-1
ENSG00000266436	NULL	-1
ENSG00000276917	NULL	-1
ENSG00000224731	NULL	-1
ENSG00000223427	NULL	-1
ENSG00000162951	BIVALENT	4
ENSG00000237031	NULL	-1
ENSG00000066032	NULL	-1
ENSG00000115271	INCONSISTENT	1
ENSG00000212312	NULL	-1
ENSG00000055332	SIMPLE_AND	1
ENSG00000077232	SIMPLE_AND	1
ENSG00000232430	NULL	-1
ENSG00000212404	NULL	-1
ENSG00000207178	NULL	-1
ENSG00000205837	NULL	-1
ENSG00000225964	NULL	-1
ENSG00000134321	INCONSISTENT	2
ENSG00000271947	NULL	-1
ENSG00000151692	SIMPLE_AND	1
ENSG00000162929	INCONSISTENT	2
ENSG00000274769	NULL	-1
ENSG00000212978	NULL	-1
ENSG00000271889	NULL	-1
ENSG00000173209	INCONSISTENT	2
ENSG00000273302	NULL	-1
ENSG00000271146	NULL	-1
ENSG00000123609	INCONSISTENT	2
ENSG00000123610	NULL	-1
ENSG00000283569	NULL	-1
ENSG00000264684	NULL	-1
ENSG00000242113	NULL	-1
ENSG00000080345	SIMPLE_AND	1
ENSG00000237633	REPRESSED	1
ENSG00000279663	NULL	-1
ENSG00000197872	BIVALENT	4
ENSG00000235480	INCONSISTENT	2
ENSG00000196843	INCONSISTENT	2
ENSG00000114982	NULL	-1
ENSG00000249715	NULL	-1
ENSG00000114988	INCONSISTENT	2
ENSG00000158158	INCONSISTENT	2
ENSG00000264157	NULL	-1
ENSG00000273265	INCONSISTENT	2
ENSG00000168763	SIMPLE_AND	1
ENSG00000163126	INCONSISTENT	2
ENSG00000213337	SIMPLE_AND	1
ENSG00000168758	SIMPLE_AND	1
ENSG00000274206	NULL	-1
ENSG00000132329	INCONSISTENT	1
ENSG00000263723	REPRESSED	1
ENSG00000124003	NULL	-1
ENSG00000233751	NULL	-1
ENSG00000203531	NULL	-1
ENSG00000235225	NULL	-1
ENSG00000224121	NULL	-1
ENSG00000234193	INCONSISTENT	1
ENSG00000278083	NULL	-1
ENSG00000123983	SIMPLE_AND	1
ENSG00000229798	NULL	-1
ENSG00000115318	INCONSISTENT	2
ENSG00000233872	NULL	-1
ENSG00000108442	NULL	-1
ENSG00000204843	SIMPLE_AND	1
ENSG00000082898	SIMPLE_AND	1
ENSG00000235013	NULL	-1
ENSG00000277998	NULL	-1
ENSG00000224331	NULL	-1
ENSG00000206869	NULL	-1
ENSG00000199508	NULL	-1
ENSG00000115339	NULL	-1
ENSG00000235192	NULL	-1
ENSG00000229195	NULL	-1
ENSG00000232411	NULL	-1
ENSG00000123607	SIMPLE_AND	1
ENSG00000155749	NULL	-1
ENSG00000115993	INCONSISTENT	2
ENSG00000082146	NULL	-1
ENSG00000213090	NULL	-1
ENSG00000202008	NULL	-1
ENSG00000155754	NULL	-1
ENSG00000234842	NULL	-1
ENSG00000224299	NULL	-1
ENSG00000227736	NULL	-1
ENSG00000224590	NULL	-1
ENSG00000234731	NULL	-1
ENSG00000249177	NULL	-1
ENSG00000227841	NULL	-1
ENSG00000241790	NULL	-1
ENSG00000082126	NULL	-1
ENSG00000222972	NULL	-1
ENSG00000230799	NULL	-1
ENSG00000138395	NULL	-1
ENSG00000202137	NULL	-1
ENSG00000231124	NULL	-1
ENSG00000212184	NULL	-1
ENSG00000273209	INCONSISTENT	2
ENSG00000003393	INCONSISTENT	2
ENSG00000018510	SIMPLE_AND	1
ENSG00000206732	NULL	-1
ENSG00000138092	SIMPLE_AND	1
ENSG00000271936	NULL	-1
ENSG00000115137	INCONSISTENT	2
ENSG00000237953	INCONSISTENT	2
ENSG00000202479	INCONSISTENT	2
ENSG00000207069	NULL	-1
ENSG00000276653	REPRESSED	1
ENSG00000229593	REPRESSED	1
ENSG00000138031	SIMPLE_AND	1
ENSG00000136709	SIMPLE_AND	1
ENSG00000173349	INCONSISTENT	2
ENSG00000201470	NULL	-1
ENSG00000200390	NULL	-1
ENSG00000274010	NULL	-1
ENSG00000144231	SIMPLE_AND	1
ENSG00000202532	NULL	-1
ENSG00000244563	NULL	-1
ENSG00000273950	INCONSISTENT	2
ENSG00000272667	INCONSISTENT	2
ENSG00000204399	NULL	-1
ENSG00000136715	SIMPLE_AND	1
ENSG00000125637	SIMPLE_OR	0
ENSG00000234174	INCONSISTENT	2
ENSG00000189223	NULL	-1
ENSG00000231292	NULL	-1
ENSG00000272563	NULL	-1
ENSG00000143947	SIMPLE_AND	1
ENSG00000225328	NULL	-1
ENSG00000236877	NULL	-1
ENSG00000227597	NULL	-1
ENSG00000198203	NULL	-1
ENSG00000261209	NULL	-1
ENSG00000271070	REPRESSED	1
ENSG00000198075	NULL	-1
ENSG00000271284	NULL	-1
ENSG00000135945	SIMPLE_AND	1
ENSG00000273306	NULL	-1
ENSG00000230393	INCONSISTENT	1
ENSG00000232084	NULL	-1
ENSG00000231240	NULL	-1
ENSG00000248313	NULL	-1
ENSG00000196604	INCONSISTENT	1
ENSG00000228471	NULL	-1
ENSG00000224087	NULL	-1
ENSG00000252223	NULL	-1
ENSG00000234398	NULL	-1
ENSG00000177483	NULL	-1
ENSG00000173559	SIMPLE_AND	1
ENSG00000274845	INCONSISTENT	2
ENSG00000225884	NULL	-1
ENSG00000168497	SIMPLE_AND	1
ENSG00000213946	NULL	-1
ENSG00000271536	NULL	-1
ENSG00000163017	NULL	-1
ENSG00000114956	SIMPLE_AND	1
ENSG00000201876	NULL	-1
ENSG00000235499	INCONSISTENT	2
ENSG00000187605	SIMPLE_AND	1
ENSG00000198380	SIMPLE_AND	1
ENSG00000135999	BIVALENT	5
ENSG00000222126	NULL	-1
ENSG00000168280	NULL	-1
ENSG00000150556	NULL	-1
ENSG00000224337	NULL	-1
ENSG00000187123	NULL	-1
ENSG00000223604	NULL	-1
ENSG00000168288	SIMPLE_AND	1
ENSG00000207270	NULL	-1
ENSG00000162947	NULL	-1
ENSG00000230645	INCONSISTENT	1
ENSG00000231420	NULL	-1
ENSG00000175701	NULL	-1
ENSG00000144115	NULL	-1
ENSG00000176204	NULL	-1
ENSG00000115963	NULL	-1
ENSG00000155760	INCONSISTENT	2
ENSG00000115970	SIMPLE_AND	1
ENSG00000115604	NULL	-1
ENSG00000019169	REPRESSED	1
ENSG00000235118	NULL	-1
ENSG00000163046	NULL	-1
ENSG00000184924	INCONSISTENT	2
ENSG00000162959	SIMPLE_AND	1
ENSG00000084090	SIMPLE_AND	1
ENSG00000003137	BIVALENT	4
ENSG00000134326	INCONSISTENT	2
ENSG00000207116	NULL	-1
ENSG00000224346	NULL	-1
ENSG00000223092	NULL	-1
ENSG00000252759	INCONSISTENT	2
ENSG00000201499	NULL	-1
ENSG00000252916	NULL	-1
ENSG00000115942	SIMPLE_AND	1
ENSG00000183308	INCONSISTENT	2
ENSG00000225695	NULL	-1
ENSG00000226658	NULL	-1
ENSG00000252148	NULL	-1
ENSG00000273975	NULL	-1
ENSG00000232719	NULL	-1
ENSG00000224672	NULL	-1
ENSG00000232133	NULL	-1
ENSG00000226312	INCONSISTENT	1
ENSG00000238829	NULL	-1
ENSG00000235579	NULL	-1
ENSG00000234431	REPRESSED	1
ENSG00000227348	NULL	-1
ENSG00000225796	NULL	-1
ENSG00000235318	NULL	-1
ENSG00000119013	SIMPLE_AND	1
ENSG00000278924	REPRESSED	1
ENSG00000226963	BIVALENT	4
ENSG00000232788	INCONSISTENT	1
ENSG00000152527	INCONSISTENT	2
ENSG00000229695	NULL	-1
ENSG00000252490	INCONSISTENT	2
ENSG00000138036	SIMPLE_AND	1
ENSG00000138075	REPRESSED	1
ENSG00000143921	REPRESSED	1
ENSG00000200924	NULL	-1
ENSG00000264047	NULL	-1
ENSG00000219391	NULL	-1
ENSG00000252599	INCONSISTENT	1
ENSG00000224637	INCONSISTENT	2
ENSG00000273106	INCONSISTENT	2
ENSG00000223658	INCONSISTENT	2
ENSG00000233579	REPRESSED	1
ENSG00000138380	INCONSISTENT	2
ENSG00000232479	NULL	-1
ENSG00000270664	NULL	-1
ENSG00000232994	NULL	-1
ENSG00000202059	NULL	-1
ENSG00000228513	NULL	-1
ENSG00000225124	NULL	-1
ENSG00000204196	NULL	-1
ENSG00000138095	SIMPLE_AND	1
ENSG00000229498	NULL	-1
ENSG00000252321	REPRESSED	1
ENSG00000232504	INCONSISTENT	2
ENSG00000068654	SIMPLE_AND	1
ENSG00000226681	NULL	-1
ENSG00000115232	NULL	-1
ENSG00000234595	REPRESSED	1
ENSG00000225570	NULL	-1
ENSG00000223873	NULL	-1
ENSG00000221023	NULL	-1
ENSG00000232508	INCONSISTENT	1
ENSG00000283262	INCONSISTENT	1
ENSG00000212133	NULL	-1
ENSG00000252395	REPRESSED	1
ENSG00000224291	REPRESSED	1
ENSG00000214336	NULL	-1
ENSG00000172073	REPRESSED	1
ENSG00000225420	NULL	-1
ENSG00000153574	SIMPLE_AND	1
ENSG00000240040	NULL	-1
ENSG00000265510	NULL	-1
ENSG00000211592	NULL	-1
ENSG00000211593	NULL	-1
ENSG00000211594	NULL	-1
ENSG00000211595	NULL	-1
ENSG00000211596	NULL	-1
ENSG00000211597	NULL	-1
ENSG00000211598	NULL	-1
ENSG00000087338	SIMPLE_AND	1
ENSG00000275381	NULL	-1
ENSG00000270723	NULL	-1
ENSG00000124380	SIMPLE_AND	1
ENSG00000059728	NULL	-1
ENSG00000263669	INCONSISTENT	1
ENSG00000169564	SIMPLE_AND	1
ENSG00000233060	INCONSISTENT	2
ENSG00000225392	INCONSISTENT	2
ENSG00000115998	INCONSISTENT	2
ENSG00000221238	NULL	-1
ENSG00000231414	NULL	-1
ENSG00000224553	NULL	-1
ENSG00000115827	SIMPLE_AND	1
ENSG00000228507	NULL	-1
ENSG00000234061	NULL	-1
ENSG00000233762	INCONSISTENT	1
ENSG00000071967	SIMPLE_AND	1
ENSG00000237651	NULL	-1
ENSG00000124356	SIMPLE_AND	1
ENSG00000123612	BIVALENT	4
ENSG00000234584	NULL	-1
ENSG00000115170	SIMPLE_AND	1
ENSG00000270557	INCONSISTENT	2
ENSG00000251980	NULL	-1
ENSG00000271320	NULL	-1
ENSG00000128714	REPRESSED	1
ENSG00000170178	BIVALENT	4
ENSG00000128713	REPRESSED	1
ENSG00000128710	REPRESSED	1
ENSG00000237380	NULL	-1
ENSG00000128709	REPRESSED	1
ENSG00000175879	BIVALENT	4
ENSG00000207744	REPRESSED	1
ENSG00000170166	REPRESSED	1
ENSG00000224189	BIVALENT	4
ENSG00000272729	REPRESSED	1
ENSG00000128645	BIVALENT	4
ENSG00000283880	BIVALENT	4
ENSG00000279160	NULL	-1
ENSG00000218175	NULL	-1
ENSG00000230384	REPRESSED	1
ENSG00000128652	NULL	-1
ENSG00000158417	SIMPLE_AND	1
ENSG00000144218	NULL	-1
ENSG00000170500	INCONSISTENT	2
ENSG00000269383	NULL	-1
ENSG00000270699	NULL	-1
ENSG00000115526	SIMPLE_AND	1
ENSG00000238029	NULL	-1
ENSG00000223923	NULL	-1
ENSG00000127824	SIMPLE_AND	1
ENSG00000135924	INCONSISTENT	2
ENSG00000276828	NULL	-1
ENSG00000138381	SIMPLE_AND	1
ENSG00000128694	INCONSISTENT	2
ENSG00000253559	INCONSISTENT	2
ENSG00000273240	INCONSISTENT	2
ENSG00000128699	INCONSISTENT	2
ENSG00000151687	NULL	-1
ENSG00000201308	NULL	-1
ENSG00000207654	NULL	-1
ENSG00000144224	SIMPLE_AND	1
ENSG00000115850	NULL	-1
ENSG00000200664	REPRESSED	1
ENSG00000226806	REPRESSED	1
ENSG00000048991	SIMPLE_AND	1
ENSG00000212391	NULL	-1
ENSG00000169047	INCONSISTENT	1
ENSG00000272622	INCONSISTENT	1
ENSG00000261379	NULL	-1
ENSG00000144468	SIMPLE_AND	1
ENSG00000169031	NULL	-1
ENSG00000236432	COMPLEX	4
ENSG00000168955	NULL	-1
ENSG00000284092	INCONSISTENT	2
ENSG00000173744	SIMPLE_AND	1
ENSG00000143970	SIMPLE_AND	1
ENSG00000187536	NULL	-1
ENSG00000217643	INCONSISTENT	1
ENSG00000218682	NULL	-1
ENSG00000217718	NULL	-1
ENSG00000084731	INCONSISTENT	2
ENSG00000237629	NULL	-1
ENSG00000268412	NULL	-1
ENSG00000084733	SIMPLE_AND	1
ENSG00000199872	NULL	-1
ENSG00000235440	NULL	-1
ENSG00000231655	NULL	-1
ENSG00000214465	REPRESSED	1
ENSG00000227133	NULL	-1
ENSG00000237951	NULL	-1
ENSG00000157833	INCONSISTENT	1
ENSG00000135931	INCONSISTENT	2
ENSG00000115138	REPRESSED	1
ENSG00000230452	NULL	-1
ENSG00000081052	NULL	-1
ENSG00000215023	INCONSISTENT	1
ENSG00000224272	NULL	-1
ENSG00000204099	NULL	-1
ENSG00000235151	INCONSISTENT	2
ENSG00000188389	INCONSISTENT	1
ENSG00000188011	NULL	-1
ENSG00000216921	NULL	-1
ENSG00000237940	NULL	-1
ENSG00000280119	REPRESSED	1
ENSG00000226423	NULL	-1
ENSG00000232002	NULL	-1
ENSG00000261186	INCONSISTENT	1
ENSG00000224160	NULL	-1
ENSG00000244528	NULL	-1
ENSG00000271153	INCONSISTENT	1
ENSG00000224132	NULL	-1
ENSG00000222022	NULL	-1
ENSG00000277842	REPRESSED	1
ENSG00000163359	NULL	-1
ENSG00000175084	SIMPLE_OR	0
ENSG00000136531	NULL	-1
ENSG00000184261	BIVALENT	4
ENSG00000235760	REPRESSED	1
ENSG00000275423	NULL	-1
ENSG00000138081	SIMPLE_AND	1
ENSG00000231731	NULL	-1
ENSG00000202429	NULL	-1
ENSG00000272789	NULL	-1
ENSG00000172071	INCONSISTENT	2
ENSG00000188452	REPRESSED	1
ENSG00000162992	REPRESSED	1
ENSG00000144591	SIMPLE_AND	1
ENSG00000172845	SIMPLE_AND	1
ENSG00000115677	SIMPLE_AND	1
ENSG00000030419	INCONSISTENT	1
ENSG00000144407	NULL	-1
ENSG00000071575	SIMPLE_AND	1
ENSG00000242366	NULL	-1
ENSG00000188886	NULL	-1
ENSG00000244122	NULL	-1
ENSG00000233087	BIVALENT	4
ENSG00000239855	NULL	-1
ENSG00000243063	NULL	-1
ENSG00000240671	NULL	-1
ENSG00000241755	NULL	-1
ENSG00000253278	NULL	-1
ENSG00000241351	NULL	-1
ENSG00000243290	NULL	-1
ENSG00000253497	NULL	-1
ENSG00000253265	NULL	-1
ENSG00000244437	NULL	-1
ENSG00000240864	NULL	-1
ENSG00000240382	NULL	-1
ENSG00000254157	NULL	-1
ENSG00000253732	NULL	-1
ENSG00000239951	NULL	-1
ENSG00000211611	NULL	-1
ENSG00000253578	NULL	-1
ENSG00000253625	NULL	-1
ENSG00000241294	NULL	-1
ENSG00000253202	NULL	-1
ENSG00000254098	NULL	-1
ENSG00000277852	NULL	-1
ENSG00000244575	NULL	-1
ENSG00000244116	NULL	-1
ENSG00000253998	NULL	-1
ENSG00000243238	NULL	-1
ENSG00000253158	NULL	-1
ENSG00000253870	NULL	-1
ENSG00000242076	NULL	-1
ENSG00000253860	NULL	-1
ENSG00000253461	NULL	-1
ENSG00000253487	NULL	-1
ENSG00000239862	NULL	-1
ENSG00000253592	NULL	-1
ENSG00000242371	NULL	-1
ENSG00000273962	NULL	-1
ENSG00000283427	NULL	-1
ENSG00000276861	NULL	-1
ENSG00000283132	NULL	-1
ENSG00000283214	NULL	-1
ENSG00000283659	NULL	-1
ENSG00000251039	NULL	-1
ENSG00000251546	NULL	-1
ENSG00000254009	NULL	-1
ENSG00000250036	NULL	-1
ENSG00000253127	NULL	-1
ENSG00000232747	NULL	-1
ENSG00000253501	NULL	-1
ENSG00000239975	NULL	-1
ENSG00000253191	NULL	-1
ENSG00000253999	NULL	-1
ENSG00000239571	NULL	-1
ENSG00000243264	NULL	-1
ENSG00000242534	NULL	-1
ENSG00000224607	NULL	-1
ENSG00000211623	NULL	-1
ENSG00000254097	NULL	-1
ENSG00000241566	NULL	-1
ENSG00000254345	NULL	-1
ENSG00000253365	NULL	-1
ENSG00000225523	NULL	-1
ENSG00000211625	NULL	-1
ENSG00000253765	NULL	-1
ENSG00000254220	NULL	-1
ENSG00000211626	NULL	-1
ENSG00000242766	NULL	-1
ENSG00000241244	NULL	-1
ENSG00000224041	NULL	-1
ENSG00000254292	NULL	-1
ENSG00000276566	NULL	-1
ENSG00000278857	NULL	-1
ENSG00000211632	NULL	-1
ENSG00000253906	NULL	-1
ENSG00000211633	NULL	-1
ENSG00000242580	NULL	-1
ENSG00000239819	NULL	-1
ENSG00000228325	NULL	-1
ENSG00000275490	NULL	-1
ENSG00000270999	NULL	-1
ENSG00000265897	NULL	-1
ENSG00000281904	NULL	-1
ENSG00000155052	NULL	-1
ENSG00000144426	SIMPLE_AND	1
ENSG00000123600	SIMPLE_AND	1
ENSG00000150722	INCONSISTENT	1
ENSG00000244617	NULL	-1
ENSG00000196228	NULL	-1
ENSG00000125571	REPRESSED	1
ENSG00000169967	INCONSISTENT	2
ENSG00000144134	INCONSISTENT	1
ENSG00000084676	SIMPLE_AND	1
ENSG00000284308	INCONSISTENT	1
ENSG00000155744	SIMPLE_AND	1
ENSG00000115718	INCONSISTENT	1
ENSG00000264075	INCONSISTENT	1
ENSG00000072163	REPRESSED	1
ENSG00000144230	NULL	-1
ENSG00000116127	SIMPLE_AND	1
ENSG00000068024	SIMPLE_AND	1
ENSG00000285591	REPRESSED	1
ENSG00000231083	NULL	-1
ENSG00000225642	NULL	-1
ENSG00000115738	INCONSISTENT	2
ENSG00000143797	SIMPLE_AND	1
ENSG00000230886	NULL	-1
ENSG00000152049	NULL	-1
ENSG00000134313	SIMPLE_AND	1
ENSG00000119820	INCONSISTENT	2
ENSG00000272754	NULL	-1
ENSG00000230046	NULL	-1
ENSG00000276334	NULL	-1
ENSG00000276517	NULL	-1
ENSG00000207653	NULL	-1
ENSG00000274159	NULL	-1
ENSG00000279544	NULL	-1
ENSG00000018699	SIMPLE_AND	1
ENSG00000265057	INCONSISTENT	1
ENSG00000230876	NULL	-1
ENSG00000085978	NULL	-1
ENSG00000252010	NULL	-1
ENSG00000251791	NULL	-1
ENSG00000130561	NULL	-1
ENSG00000259793	INCONSISTENT	2
ENSG00000077044	SIMPLE_AND	1
ENSG00000201013	NULL	-1
ENSG00000183091	NULL	-1
ENSG00000115275	SIMPLE_AND	1
ENSG00000115590	REPRESSED	1
ENSG00000138442	SIMPLE_AND	1
ENSG00000231903	NULL	-1
ENSG00000227890	NULL	-1
ENSG00000223825	NULL	-1
ENSG00000116030	SIMPLE_AND	1
ENSG00000224463	NULL	-1
ENSG00000055044	SIMPLE_AND	1
ENSG00000212534	INCONSISTENT	1
ENSG00000212309	INCONSISTENT	1
ENSG00000271852	NULL	-1
ENSG00000238317	NULL	-1
ENSG00000264275	NULL	-1
ENSG00000226261	NULL	-1
ENSG00000272966	NULL	-1
ENSG00000242696	NULL	-1
ENSG00000204217	INCONSISTENT	2
ENSG00000270915	NULL	-1
ENSG00000236047	NULL	-1
ENSG00000223619	NULL	-1
ENSG00000233888	NULL	-1
ENSG00000235433	NULL	-1
ENSG00000237542	NULL	-1
ENSG00000233134	NULL	-1
ENSG00000241221	NULL	-1
ENSG00000227454	NULL	-1
ENSG00000233311	NULL	-1
ENSG00000138439	INCONSISTENT	2
ENSG00000238018	NULL	-1
ENSG00000231334	REPRESSED	1
ENSG00000285519	NULL	-1
ENSG00000252507	REPRESSED	1
ENSG00000227238	NULL	-1
ENSG00000243943	SIMPLE_AND	1
ENSG00000259080	INCONSISTENT	2
ENSG00000176714	INCONSISTENT	2
ENSG00000198522	SIMPLE_AND	1
ENSG00000206731	NULL	-1
ENSG00000119760	SIMPLE_AND	1
ENSG00000231747	NULL	-1
ENSG00000237753	INCONSISTENT	2
ENSG00000275961	NULL	-1
ENSG00000274286	INCONSISTENT	1
ENSG00000011566	SIMPLE_AND	1
ENSG00000252473	NULL	-1
ENSG00000273035	NULL	-1
ENSG00000184945	NULL	-1
ENSG00000132305	SIMPLE_AND	1
ENSG00000013441	SIMPLE_AND	1
ENSG00000135932	SIMPLE_AND	1
ENSG00000163092	NULL	-1
ENSG00000115966	SIMPLE_AND	1
ENSG00000196290	SIMPLE_AND	1
ENSG00000119004	SIMPLE_AND	1
ENSG00000176771	NULL	-1
ENSG00000176946	SIMPLE_AND	1
ENSG00000188219	SIMPLE_AND	1
ENSG00000064933	SIMPLE_AND	1
ENSG00000135976	INCONSISTENT	2
ENSG00000003402	SIMPLE_AND	1
ENSG00000153250	BIVALENT	4
ENSG00000123636	SIMPLE_AND	1
ENSG00000125629	INCONSISTENT	2
ENSG00000144229	NULL	-1
ENSG00000184611	NULL	-1
ENSG00000138018	NULL	-1
ENSG00000136682	SIMPLE_AND	1
