gene_id	GM12878_gate_type	GM12878_gene_name	K562_gate_type	gene_name
ENSG00000233642		GPR158-AS1	INCONSISTENT	GPR158-AS1
ENSG00000233643		LINC02625	INCONSISTENT	LINC02625
ENSG00000233644		ARHGEF7-IT1		ARHGEF7-IT1
ENSG00000233645			REPRESSED	
ENSG00000233646		OR52T1P		OR52T1P
ENSG00000233648				
ENSG00000233651				
ENSG00000233652		CICP1		CICP1
ENSG00000233653		CICP7		CICP7
ENSG00000233655		IGHD4-4		IGHD4-4
ENSG00000233656	REPRESSED			
ENSG00000233659		NDUFA5P4		NDUFA5P4
ENSG00000233662		CALM2P4		CALM2P4
ENSG00000233663				
ENSG00000233664		NDUFS5P3		NDUFS5P3
ENSG00000233665				
ENSG00000233668	REPRESSED			
ENSG00000233670		PIRT		PIRT
ENSG00000233671		CENPNP1		CENPNP1
ENSG00000233673		ANAPC1P1		ANAPC1P1
ENSG00000233674				
ENSG00000233676		FDPSP6		FDPSP6
ENSG00000233677		DDX39BP1		DDX39BP1
ENSG00000233680		HNRNPA1P27		HNRNPA1P27
ENSG00000233681		CEACAMP1		CEACAMP1
ENSG00000233684		LINC01865		LINC01865
ENSG00000233685		OR6L1P		OR6L1P
ENSG00000233686		PIEZO1P1		PIEZO1P1
ENSG00000233688		ZNF622P1		ZNF622P1
ENSG00000233689				
ENSG00000233690		EBAG9P1		EBAG9P1
ENSG00000233691				
ENSG00000233693		PBX1-AS1	INCONSISTENT	PBX1-AS1
ENSG00000233699		TTTY18		TTTY18
ENSG00000233701		PRR23C		PRR23C
ENSG00000233703			INCONSISTENT	
ENSG00000233706			INCONSISTENT	
ENSG00000233707		RPL22P11		RPL22P11
ENSG00000233708				
ENSG00000233709		MTND4P28		MTND4P28
ENSG00000233710				
ENSG00000233711		EIF4EBP2P1		EIF4EBP2P1
ENSG00000233712				
ENSG00000233713				
ENSG00000233714	REPRESSED			
ENSG00000233716	REPRESSED	MTFR2P1		MTFR2P1
ENSG00000233717		RPS29P29		RPS29P29
ENSG00000233718	REPRESSED	MYCNOS		MYCNOS
ENSG00000233719		GOT2P3		GOT2P3
ENSG00000233724				
ENSG00000233725	REPRESSED	NRAD1		NRAD1
ENSG00000233727	REPRESSED			
ENSG00000233728				
ENSG00000233729		NCKAP5-AS1		NCKAP5-AS1
ENSG00000233730	INCONSISTENT	LINC01765		LINC01765
ENSG00000233732		IGHV3OR16-10		IGHV3OR16-10
ENSG00000233733		H2AZP6		H2AZP6
ENSG00000233735				
ENSG00000233737				
ENSG00000233739				
ENSG00000233740		CICP2		CICP2
ENSG00000233741		RPL27P7		RPL27P7
ENSG00000233746		LINC00656	INCONSISTENT	LINC00656
ENSG00000233747	INCONSISTENT	RPL36AP13		RPL36AP13
ENSG00000233750		CICP27		CICP27
ENSG00000233751	REPRESSED	RRAS2P2		RRAS2P2
ENSG00000233752		RPL21P36		RPL21P36
ENSG00000233755			REPRESSED	
ENSG00000233756		DSCAM-IT1		DSCAM-IT1
ENSG00000233762		RPS15P4	INCONSISTENT	RPS15P4
ENSG00000233764		MTCO1P20		MTCO1P20
ENSG00000233765		CDRT15P12		CDRT15P12
ENSG00000233767		PSMA6P3		PSMA6P3
ENSG00000233771		CICP5		CICP5
ENSG00000233774		MED14P1		MED14P1
ENSG00000233778				
ENSG00000233780		HNRNPA1P30		HNRNPA1P30
ENSG00000233782		ZNF90P3		ZNF90P3
ENSG00000233783				
ENSG00000233786		CDC27P1		CDC27P1
ENSG00000233787				
ENSG00000233792		PUDPP2		PUDPP2
ENSG00000233799			REPRESSED	
ENSG00000233802		TRIM49D2		TRIM49D2
ENSG00000233803		TSPY4		TSPY4
ENSG00000233805				
ENSG00000233807		AMZ2P3		AMZ2P3
ENSG00000233810		MOB1AP2		MOB1AP2
ENSG00000233814		H3P32		H3P32
ENSG00000233816		IFNA13		IFNA13
ENSG00000233817				
ENSG00000233818		CLDN14-AS1	REPRESSED	CLDN14-AS1
ENSG00000233819		LCEP1		LCEP1
ENSG00000233820				
ENSG00000233821		ENOX1-AS1		ENOX1-AS1
ENSG00000233823				
ENSG00000233824			REPRESSED	
ENSG00000233827		CCNQP1		CCNQP1
ENSG00000233828		MIR4280HG		MIR4280HG
ENSG00000233829		RPL26P15	REPRESSED	RPL26P15
ENSG00000233830		EIF4HP1		EIF4HP1
ENSG00000233832				
ENSG00000233833		ETF1P3		ETF1P3
ENSG00000233835				
ENSG00000233836				
ENSG00000233837		EIF3LP2		EIF3LP2
ENSG00000233838		DPH3P1		DPH3P1
ENSG00000233839				
ENSG00000233840		PCDH9-AS4		PCDH9-AS4
ENSG00000233842				
ENSG00000233843		CYCSP48		CYCSP48
ENSG00000233845				
ENSG00000233846		SELENOTP1		SELENOTP1
ENSG00000233847		ERCC8-AS1		ERCC8-AS1
ENSG00000233848				
ENSG00000233851		LATS2-AS1		LATS2-AS1
ENSG00000233852				
ENSG00000233854		POU6F2-AS2	INCONSISTENT	POU6F2-AS2
ENSG00000233858		LINC02599		LINC02599
ENSG00000233859		ADH5P4		ADH5P4
ENSG00000233860		SHROOM3-AS1	INCONSISTENT	SHROOM3-AS1
ENSG00000233861		MGAT2P1		MGAT2P1
ENSG00000233866				
ENSG00000233867		SLC9B1P3		SLC9B1P3
ENSG00000233868		LLPHP3		LLPHP3
ENSG00000233869		RPSAP27		RPSAP27
ENSG00000233870				
ENSG00000233872	INCONSISTENT	TOR1BP1		TOR1BP1
ENSG00000233873		RPL7P44		RPL7P44
ENSG00000233874		MFN1P1		MFN1P1
ENSG00000233875				
ENSG00000233876		GAPDHP68		GAPDHP68
ENSG00000233877				
ENSG00000233880		NFYCP1		NFYCP1
ENSG00000233882		LINC01680		LINC01680
ENSG00000233884				
ENSG00000233885		YEATS2-AS1		YEATS2-AS1
ENSG00000233887				
ENSG00000233888		MTCO2P17		MTCO2P17
ENSG00000233891				
ENSG00000233892		PAIP1P1	REPRESSED	PAIP1P1
ENSG00000233894				
ENSG00000233896	REPRESSED	PDYN-AS1		PDYN-AS1
ENSG00000233900		RPL17P35		RPL17P35
ENSG00000233901	REPRESSED	LINC01503		LINC01503
ENSG00000233902	INCONSISTENT			
ENSG00000233905		LONRF2P2		LONRF2P2
ENSG00000233906				
ENSG00000233907		LINC01761		LINC01761
ENSG00000233908	REPRESSED			
ENSG00000233909		UBE2V1P4	BIVALENT	UBE2V1P4
ENSG00000233910		GTF2F2P2		GTF2F2P2
ENSG00000233913		RPL10P9	REPRESSED	RPL10P9
ENSG00000233915		UBE2Q2P10		UBE2Q2P10
ENSG00000233916		ZDHHC20P1	REPRESSED	ZDHHC20P1
ENSG00000233917		POTEB		POTEB
ENSG00000233918				
ENSG00000233919	REPRESSED			
ENSG00000233920				
ENSG00000233921		RPS15AP40		RPS15AP40
ENSG00000233924		RPSAP13		RPSAP13
ENSG00000233926	BIVALENT	TLE1-DT		TLE1-DT
ENSG00000233928				
ENSG00000233929		MT1XP1		MT1XP1
ENSG00000233933				
ENSG00000233934		RPL21P38		RPL21P38
ENSG00000233936				
ENSG00000233939		RPL27AP4		RPL27AP4
ENSG00000233940		RPL12P45		RPL12P45
ENSG00000233942			REPRESSED	
ENSG00000233943			REPRESSED	
ENSG00000233944		LINC00265-3P		LINC00265-3P
ENSG00000233945	INCONSISTENT	LINC02650		LINC02650
ENSG00000233947	REPRESSED	ASS1P3		ASS1P3
ENSG00000233951		RCC2P3		RCC2P3
ENSG00000233952		FTLP15		FTLP15
ENSG00000233953				
ENSG00000233954		UQCRHL		UQCRHL
ENSG00000233955		AHCYP3		AHCYP3
ENSG00000233956		BTF3P6		BTF3P6
ENSG00000233960				
ENSG00000233962				
ENSG00000233963		ATP8A2P3		ATP8A2P3
ENSG00000233966	REPRESSED	UBE2SP1		UBE2SP1
ENSG00000233967				
ENSG00000233968				
ENSG00000233969				
ENSG00000233970			REPRESSED	
ENSG00000233971		RPS20P10		RPS20P10
ENSG00000233973		LINC01360		LINC01360
ENSG00000233974				
ENSG00000233975		LINC02574	INCONSISTENT	LINC02574
ENSG00000233977				
ENSG00000233978			INCONSISTENT	
ENSG00000233979		RPL22P21		RPL22P21
ENSG00000233980		FDPSP2		FDPSP2
ENSG00000233981				
ENSG00000233983				
ENSG00000233984		RPSAP14		RPSAP14
ENSG00000233985		LINC01681		LINC01681
ENSG00000233987				
ENSG00000233990				
ENSG00000233993		DTD1-AS1		DTD1-AS1
ENSG00000233994		GDI2P2		GDI2P2
ENSG00000233995				
ENSG00000233996		KDM3AP1		KDM3AP1
ENSG00000233997		LINC01425		LINC01425
ENSG00000233998	INCONSISTENT	SETP5		SETP5
ENSG00000233999		IGKV3OR2-268		IGKV3OR2-268
ENSG00000234001				
ENSG00000234003	REPRESSED	MTATP6P27		MTATP6P27
ENSG00000234004				
ENSG00000234005		GAPDHP22		GAPDHP22
ENSG00000234008		PPP1R2P2	REPRESSED	PPP1R2P2
ENSG00000234009		RPL5P34		RPL5P34
ENSG00000234015		LINC02530		LINC02530
ENSG00000234016		GNG10P1		GNG10P1
ENSG00000234017				
ENSG00000234020	REPRESSED	CHIAP3		CHIAP3
ENSG00000234021				
ENSG00000234022			INCONSISTENT	
ENSG00000234025		RBPMS2P1		RBPMS2P1
ENSG00000234026	SIMPLE_AND			
ENSG00000234030		TMEM97P1		TMEM97P1
ENSG00000234031		RPS3AP44		RPS3AP44
ENSG00000234033		RAC1P8		RAC1P8
ENSG00000234034				
ENSG00000234036	INCONSISTENT	TXNP6		TXNP6
ENSG00000234039		NDUFA5P7		NDUFA5P7
ENSG00000234040	REPRESSED	RPL10P12		RPL10P12
ENSG00000234041				
ENSG00000234042			INCONSISTENT	
ENSG00000234043		NUDT9P1		NUDT9P1
ENSG00000234044				
ENSG00000234048		CIAO2AP1		CIAO2AP1
ENSG00000234050				
ENSG00000234052	REPRESSED	LINC01673		LINC01673
ENSG00000234055				
ENSG00000234056	COMPLEX	LINC00463		LINC00463
ENSG00000234059		CASKP1		CASKP1
ENSG00000234060		EDDM3CP		EDDM3CP
ENSG00000234061				
ENSG00000234062		TM9SF5P		TM9SF5P
ENSG00000234064		PRAMEF29P		PRAMEF29P
ENSG00000234065		MTND4P26		MTND4P26
ENSG00000234066		TAS2R62P		TAS2R62P
ENSG00000234067		RPL5P10	REPRESSED	RPL5P10
ENSG00000234068		PAGE2		PAGE2
ENSG00000234069	REPRESSED	GAPDHP53		GAPDHP53
ENSG00000234070		SPATA17-AS1		SPATA17-AS1
ENSG00000234071				
ENSG00000234073				
ENSG00000234075	INCONSISTENT	RPL35AP		RPL35AP
ENSG00000234076		TPRG1-AS1		TPRG1-AS1
ENSG00000234080				
ENSG00000234081		ELOCP10		ELOCP10
ENSG00000234083				
ENSG00000234084	REPRESSED			
ENSG00000234085				
ENSG00000234087				
ENSG00000234088		RPS15AP7	REPRESSED	RPS15AP7
ENSG00000234089				
ENSG00000234091			REPRESSED	
ENSG00000234099		MTND4P11		MTND4P11
ENSG00000234102		KRT19P4		KRT19P4
ENSG00000234105				
ENSG00000234106	INCONSISTENT	SRP14P2		SRP14P2
ENSG00000234107		TPT1P1		TPT1P1
ENSG00000234108				
ENSG00000234109	REPRESSED	RPL7P36		RPL7P36
ENSG00000234110		TSPY25P		TSPY25P
ENSG00000234111	REPRESSED	LINC02433		LINC02433
ENSG00000234112		LEFTY3P		LEFTY3P
ENSG00000234115			REPRESSED	
ENSG00000234116				
ENSG00000234117			INCONSISTENT	
ENSG00000234118		RPL13AP6		RPL13AP6
ENSG00000234119		METAP2P1		METAP2P1
ENSG00000234120				
ENSG00000234121		GPM6BP3		GPM6BP3
ENSG00000234122		TRBV22OR9-2		TRBV22OR9-2
ENSG00000234123		RHBDF1P1	REPRESSED	RHBDF1P1
ENSG00000234124		CSN1S2AP		CSN1S2AP
ENSG00000234125		EEF1GP8		EEF1GP8
ENSG00000234130		AP2B1P1		AP2B1P1
ENSG00000234131		ELOCP8		ELOCP8
ENSG00000234132				
ENSG00000234135		RPL23AP83		RPL23AP83
ENSG00000234136				
ENSG00000234141				
ENSG00000234143		UGT1A13P		UGT1A13P
ENSG00000234144		COX6CP13		COX6CP13
ENSG00000234145		NAP1L4P3		NAP1L4P3
ENSG00000234146		AKAP8P1		AKAP8P1
ENSG00000234148		LINC01961		LINC01961
ENSG00000234149				
ENSG00000234152		ELOBP1		ELOBP1
ENSG00000234155		LINC02535		LINC02535
ENSG00000234156			INCONSISTENT	
ENSG00000234158		RPEP2		RPEP2
ENSG00000234159		RBPMSLP	INCONSISTENT	RBPMSLP
ENSG00000234160				
ENSG00000234161		PABPC5-AS1		PABPC5-AS1
ENSG00000234162	REPRESSED			
ENSG00000234163		MTND4LP11		MTND4LP11
ENSG00000234166		ARHGEF19-AS1		ARHGEF19-AS1
ENSG00000234167		ELOBP4		ELOBP4
ENSG00000234168		LINC01039		LINC01039
ENSG00000234169		LINC01868		LINC01868
ENSG00000234170		LINC02645	REPRESSED	LINC02645
ENSG00000234172				
ENSG00000234173				
ENSG00000234175				
ENSG00000234176		HSPA8P1		HSPA8P1
ENSG00000234177		LINC01114		LINC01114
ENSG00000234178		DEFA11P		DEFA11P
ENSG00000234179		MTCYBP1		MTCYBP1
ENSG00000234184		LINC01781		LINC01781
ENSG00000234185				
ENSG00000234186		C16orf82	REPRESSED	C16orf82
ENSG00000234187		AIMP1P1		AIMP1P1
ENSG00000234189				
ENSG00000234190				
ENSG00000234191		LINC01283		LINC01283
ENSG00000234192		RPS26P38		RPS26P38
ENSG00000234193		ACSL3-AS1	INCONSISTENT	ACSL3-AS1
ENSG00000234197		ETV5-AS1		ETV5-AS1
ENSG00000234199		LINC01191		LINC01191
ENSG00000234200				
ENSG00000234201		BMI1P1		BMI1P1
ENSG00000234202		H3P3		H3P3
ENSG00000234203				
ENSG00000234204		PIGPP2	REPRESSED	PIGPP2
ENSG00000234206			INCONSISTENT	
ENSG00000234207		LINC01830		LINC01830
ENSG00000234208				
ENSG00000234210			REPRESSED	
ENSG00000234211				
ENSG00000234213		FHP1	INCONSISTENT	FHP1
ENSG00000234217		RBPJP7		RBPJP7
ENSG00000234219		CDCA4P4		CDCA4P4
ENSG00000234223				
ENSG00000234224	REPRESSED	TMEM229A		TMEM229A
ENSG00000234225				
ENSG00000234226		NDUFS5P2		NDUFS5P2
ENSG00000234227		RPL7L1P1		RPL7L1P1
ENSG00000234228		NCLP2		NCLP2
ENSG00000234231		ANAPC1P4		ANAPC1P4
ENSG00000234232		PDE4DIPP7		PDE4DIPP7
ENSG00000234233		KCNH1-IT1	BIVALENT	KCNH1-IT1
ENSG00000234234		MTCO2P8		MTCO2P8
ENSG00000234238				
ENSG00000234239		CFL1P8		CFL1P8
ENSG00000234241			INCONSISTENT	
ENSG00000234244				
ENSG00000234247		DNAJB6P6		DNAJB6P6
ENSG00000234253		RPL7P13		RPL7P13
ENSG00000234255	REPRESSED			
ENSG00000234256		PTCD2P2		PTCD2P2
ENSG00000234257		SOD2P1		SOD2P1
ENSG00000234259				
ENSG00000234261			INCONSISTENT	
ENSG00000234262				
ENSG00000234263		MAP3K5-AS1		MAP3K5-AS1
ENSG00000234265		LINC01723		LINC01723
ENSG00000234267		TULP3P1		TULP3P1
ENSG00000234268				
ENSG00000234269				
ENSG00000234270		RPL36P20		RPL36P20
ENSG00000234271				
ENSG00000234272		RPL30P2		RPL30P2
ENSG00000234273				
ENSG00000234274		COX7BP2		COX7BP2
ENSG00000234275	COMPLEX			
ENSG00000234276		SDR42E1P3		SDR42E1P3
ENSG00000234277		LINC01641		LINC01641
ENSG00000234278		PRR20E		PRR20E
ENSG00000234279		LINC01937	REPRESSED	LINC01937
ENSG00000234281		LANCL1-AS1		LANCL1-AS1
ENSG00000234282	SIMPLE_OR			
ENSG00000234285	INCONSISTENT	GAPDHP49		GAPDHP49
ENSG00000234286	INCONSISTENT			
ENSG00000234287				
ENSG00000234288		OR1AA1P		OR1AA1P
ENSG00000234289		H2BC12L		H2BC12L
ENSG00000234293		BACH1-IT3		BACH1-IT3
ENSG00000234296				
ENSG00000234297		PSIP1P1		PSIP1P1
ENSG00000234300		LINC00229		LINC00229
ENSG00000234303		CLYBL-AS1		CLYBL-AS1
ENSG00000234304		SGO1P2		SGO1P2
ENSG00000234306				
ENSG00000234308		LINC01878		LINC01878
ENSG00000234309		SLC25A18P1		SLC25A18P1
ENSG00000234311				
ENSG00000234312		SAPCD2P4		SAPCD2P4
ENSG00000234315		OSTCP5		OSTCP5
ENSG00000234318			REPRESSED	
ENSG00000234319		RPS12P2		RPS12P2
ENSG00000234322		ST13P18		ST13P18
ENSG00000234323	REPRESSED	LINC01505		LINC01505
ENSG00000234324		RPL9P2		RPL9P2
ENSG00000234325		MRPS10P2		MRPS10P2
ENSG00000234329		RPL7AP16		RPL7AP16
ENSG00000234332		BCAS2P2		BCAS2P2
ENSG00000234333		CYCSP53		CYCSP53
ENSG00000234335		RPS4XP11		RPS4XP11
ENSG00000234337				
ENSG00000234338			INCONSISTENT	
ENSG00000234340				
ENSG00000234345		ELF2P1		ELF2P1
ENSG00000234349		GLUD1P9		GLUD1P9
ENSG00000234352			INCONSISTENT	
ENSG00000234353				
ENSG00000234354		RPS26P47		RPS26P47
ENSG00000234355		FTH1P27		FTH1P27
ENSG00000234356				
ENSG00000234358		RPL7AP42		RPL7AP42
ENSG00000234359		ELK1P1		ELK1P1
ENSG00000234360				
ENSG00000234361			INCONSISTENT	
ENSG00000234362		LINC01914		LINC01914
ENSG00000234363		PPIAP27		PPIAP27
ENSG00000234367		PFN1P3		PFN1P3
ENSG00000234369		TATDN1P1		TATDN1P1
ENSG00000234373		SNX18P7		SNX18P7
ENSG00000234376		UBTFL2		UBTFL2
ENSG00000234377	REPRESSED	OBI1-AS1		OBI1-AS1
ENSG00000234378				
ENSG00000234379		HMGB1P48		HMGB1P48
ENSG00000234381		MED15P7		MED15P7
ENSG00000234382				
ENSG00000234383		CTBP2P8		CTBP2P8
ENSG00000234384		LINC01049	REPRESSED	LINC01049
ENSG00000234385		RCC2P1		RCC2P1
ENSG00000234386		OR7E162P		OR7E162P
ENSG00000234387				
ENSG00000234388		TXNP3		TXNP3
ENSG00000234391				
ENSG00000234393			INCONSISTENT	
ENSG00000234394		LINC03025		LINC03025
ENSG00000234396			INCONSISTENT	
ENSG00000234397		PPIAP34	REPRESSED	PPIAP34
ENSG00000234398				
ENSG00000234399		RBMY2XP		RBMY2XP
ENSG00000234402		ELK2BP		ELK2BP
ENSG00000234404		SPRYD7P1		SPRYD7P1
ENSG00000234405				
ENSG00000234406				
ENSG00000234409		CCDC188	REPRESSED	CCDC188
ENSG00000234413		MPV17L2P1	REPRESSED	MPV17L2P1
ENSG00000234414		RBMY1A1		RBMY1A1
ENSG00000234415		RPL5P7		RPL5P7
ENSG00000234419		CICP13		CICP13
ENSG00000234421		SLC25A5P4		SLC25A5P4
ENSG00000234422		UBE2WP1		UBE2WP1
ENSG00000234423		LINC01250	REPRESSED	LINC01250
ENSG00000234424				
ENSG00000234426				
ENSG00000234427				
ENSG00000234428				
ENSG00000234429		ANKRD11P1		ANKRD11P1
ENSG00000234431			REPRESSED	
ENSG00000234435		LINC01432		LINC01432
ENSG00000234436				
ENSG00000234438		KBTBD13		KBTBD13
ENSG00000234439		KRT18P2		KRT18P2
ENSG00000234441				
ENSG00000234442				
ENSG00000234445		FGF14-AS1	INCONSISTENT	FGF14-AS1
ENSG00000234446				
ENSG00000234448				
ENSG00000234450				
ENSG00000234451				
ENSG00000234452	REPRESSED	SLC16A12-AS1		SLC16A12-AS1
ENSG00000234455				
ENSG00000234456	REPRESSED	MAGI2-AS3		MAGI2-AS3
ENSG00000234457				
ENSG00000234458		OR7E130P		OR7E130P
ENSG00000234459				
ENSG00000234460				
ENSG00000234463		COX6CP12		COX6CP12
ENSG00000234464	REPRESSED			
ENSG00000234466		HDGFL3P1		HDGFL3P1
ENSG00000234467		SLC25A1P2		SLC25A1P2
ENSG00000234469		CLDN34		CLDN34
ENSG00000234471				
ENSG00000234473		ZNF101P2		ZNF101P2
ENSG00000234474	REPRESSED	MIR3663HG		MIR3663HG
ENSG00000234476	INCONSISTENT	LINC02765		LINC02765
ENSG00000234477				
ENSG00000234478		ACBD3-AS1		ACBD3-AS1
ENSG00000234479		AP1B1P1		AP1B1P1
ENSG00000234480		MTCO2P18		MTCO2P18
ENSG00000234481				
ENSG00000234484	INCONSISTENT			
ENSG00000234485		OR7E46P	REPRESSED	OR7E46P
ENSG00000234488		RPL27P6		RPL27P6
ENSG00000234491		HNRNPA1P51		HNRNPA1P51
ENSG00000234493	REPRESSED	RHOXF1P1		RHOXF1P1
ENSG00000234496		MRPS21P1		MRPS21P1
ENSG00000234497		ERICH3-AS1		ERICH3-AS1
ENSG00000234498		RPL13AP20		RPL13AP20
ENSG00000234500				
ENSG00000234502		FYTTD1P1		FYTTD1P1
ENSG00000234503				
ENSG00000234504				
ENSG00000234506	INCONSISTENT	LINC01506		LINC01506
ENSG00000234511		C5orf58		C5orf58
ENSG00000234512		TLR12P		TLR12P
ENSG00000234513				
ENSG00000234515		PPP1R2P1	REPRESSED	PPP1R2P1
ENSG00000234518		PTGES3P1		PTGES3P1
ENSG00000234519				
ENSG00000234520		HRAT17		HRAT17
ENSG00000234521	INCONSISTENT			
ENSG00000234522				
ENSG00000234523		NDUFB1P2		NDUFB1P2
ENSG00000234524		RPL12P43		RPL12P43
ENSG00000234527		PCDH9-AS1		PCDH9-AS1
ENSG00000234529		GAPDHP19		GAPDHP19
ENSG00000234534		CSNK1G2P1		CSNK1G2P1
ENSG00000234535	INCONSISTENT			
ENSG00000234537				
ENSG00000234538		ZNF114P1		ZNF114P1
ENSG00000234540				
ENSG00000234541		CHEK2P5		CHEK2P5
ENSG00000234542				
ENSG00000234544		PTGES3P5		PTGES3P5
ENSG00000234546	COMPLEX	LNCTAM34A		LNCTAM34A
ENSG00000234548		LINC02020		LINC02020
ENSG00000234551		LINC01309		LINC01309
ENSG00000234553			REPRESSED	
ENSG00000234556		LINC00701	INCONSISTENT	LINC00701
ENSG00000234557		PPIAP90	REPRESSED	PPIAP90
ENSG00000234558		API5P1		API5P1
ENSG00000234559		RPL22P7		RPL22P7
ENSG00000234560		OR10G8		OR10G8
ENSG00000234562		TPMTP2		TPMTP2
ENSG00000234564		HSPA8P20		HSPA8P20
ENSG00000234565		COX6B1P1	REPRESSED	COX6B1P1
ENSG00000234566		RPL7AP71		RPL7AP71
ENSG00000234567				
ENSG00000234568		BIN2P1		BIN2P1
ENSG00000234569		RAD1P1		RAD1P1
ENSG00000234570		ZFRP1		ZFRP1
ENSG00000234571		H2BP2		H2BP2
ENSG00000234572	SIMPLE_AND	LINC01800		LINC01800
ENSG00000234573				
ENSG00000234575		CTSLP8		CTSLP8
ENSG00000234576		MTND1P26		MTND1P26
ENSG00000234577		SYNE1-AS1		SYNE1-AS1
ENSG00000234578				
ENSG00000234579				
ENSG00000234580				
ENSG00000234583		TSPY19P		TSPY19P
ENSG00000234584				
ENSG00000234585		CCT6P3		CCT6P3
ENSG00000234586				
ENSG00000234587		MRPL50P1		MRPL50P1
ENSG00000234588		FABP5P14		FABP5P14
ENSG00000234589				
ENSG00000234590		GNG5P5		GNG5P5
ENSG00000234592		TJAP1P1		TJAP1P1
ENSG00000234593		KAZN-AS1	INCONSISTENT	KAZN-AS1
ENSG00000234594				
ENSG00000234597				
ENSG00000234601		CHRM3-AS1		CHRM3-AS1
ENSG00000234604				
ENSG00000234607				
ENSG00000234611	INCONSISTENT	OR2AT2P		OR2AT2P
ENSG00000234612		H2AZP5	REPRESSED	H2AZP5
ENSG00000234613				
ENSG00000234616		JRK		JRK
ENSG00000234617		SNRK-AS1		SNRK-AS1
ENSG00000234618		RPSAP9		RPSAP9
ENSG00000234619		RPL7P11		RPL7P11
ENSG00000234620		PUDPP1		PUDPP1
ENSG00000234622	COMPLEX			
ENSG00000234624				
ENSG00000234625		LINC00380		LINC00380
ENSG00000234626	REPRESSED			
ENSG00000234627		NUS1P3		NUS1P3
ENSG00000234629		WDR82P1	INCONSISTENT	WDR82P1
ENSG00000234630				
ENSG00000234632		NECAP1P2	REPRESSED	NECAP1P2
ENSG00000234634		LINC02093		LINC02093
ENSG00000234637		RPS19P6		RPS19P6
ENSG00000234638				
ENSG00000234639	INCONSISTENT			
ENSG00000234640				
ENSG00000234644		OTX2P1		OTX2P1
ENSG00000234645		YWHAEP5		YWHAEP5
ENSG00000234646				
ENSG00000234647				
ENSG00000234648				
ENSG00000234650		PCCA-AS1		PCCA-AS1
ENSG00000234652		AGPAT5P1		AGPAT5P1
ENSG00000234653		LRRTM4-AS1		LRRTM4-AS1
ENSG00000234655		OR7E155P		OR7E155P
ENSG00000234658				
ENSG00000234660		LINC00440		LINC00440
ENSG00000234661		CHL1-AS1		CHL1-AS1
ENSG00000234663		LINC01934		LINC01934
ENSG00000234664		HMGN2P5		HMGN2P5
ENSG00000234665		LERFS	INCONSISTENT	LERFS
ENSG00000234667		ACTL11P		ACTL11P
ENSG00000234670		OR6C64P		OR6C64P
ENSG00000234671		MTCYBP5		MTCYBP5
ENSG00000234675				
ENSG00000234677				
ENSG00000234678	INCONSISTENT	ELF3-AS1		ELF3-AS1
ENSG00000234680		VN2R3P		VN2R3P
ENSG00000234682		VDAC2P4		VDAC2P4
ENSG00000234683	INCONSISTENT			
ENSG00000234686				
ENSG00000234688	REPRESSED	CACNG2-DT		CACNG2-DT
ENSG00000234690		EPCAM-DT	INCONSISTENT	EPCAM-DT
ENSG00000234692				
ENSG00000234693	REPRESSED	RIPOR3-AS1		RIPOR3-AS1
ENSG00000234696		GPR50-AS1		GPR50-AS1
ENSG00000234699	INCONSISTENT			
ENSG00000234700		MTCO1P8		MTCO1P8
ENSG00000234701		PRDX3P3		PRDX3P3
ENSG00000234702		VDAC1P3		VDAC1P3
ENSG00000234703				
ENSG00000234705	SIMPLE_AND	HMGA1P4		HMGA1P4
ENSG00000234706		PRUNEP1		PRUNEP1
ENSG00000234709		UPF3AP3		UPF3AP3
ENSG00000234711		TUBB8P11		TUBB8P11
ENSG00000234712				
ENSG00000234714				
ENSG00000234716				
ENSG00000234717		TMEM212-AS1		TMEM212-AS1
ENSG00000234718				
ENSG00000234720		ATP5F1AP8		ATP5F1AP8
ENSG00000234721		LINC02092	REPRESSED	LINC02092
ENSG00000234722		LINC01287	SIMPLE_AND	LINC01287
ENSG00000234723				
ENSG00000234724		HDAC1P1		HDAC1P1
ENSG00000234726			REPRESSED	
ENSG00000234730				
ENSG00000234731		MTND4LP16		MTND4LP16
ENSG00000234732		RPEP5		RPEP5
ENSG00000234735				
ENSG00000234736		FAM170B-AS1		FAM170B-AS1
ENSG00000234737		KRT18P15		KRT18P15
ENSG00000234740			INCONSISTENT	
ENSG00000234742				
ENSG00000234743		EIF5AP4	REPRESSED	EIF5AP4
ENSG00000234744		USP9YP26		USP9YP26
ENSG00000234748				
ENSG00000234749		FAM90A21P		FAM90A21P
ENSG00000234750	REPRESSED			
ENSG00000234751				
ENSG00000234752		LINC02676		LINC02676
ENSG00000234754		LINC02817		LINC02817
ENSG00000234756		LINC02621		LINC02621
ENSG00000234758				
ENSG00000234761		MGAT4FP		MGAT4FP
ENSG00000234763				
ENSG00000234764		E2F6P1		E2F6P1
ENSG00000234765		ELL2P3		ELL2P3
ENSG00000234766		LINC01496		LINC01496
ENSG00000234767		LINC01052		LINC01052
ENSG00000234768			REPRESSED	
ENSG00000234769		WASH4P		WASH4P
ENSG00000234770		GULOP		GULOP
ENSG00000234771		SLC25A25-AS1	INCONSISTENT	SLC25A25-AS1
ENSG00000234773				
ENSG00000234775	REPRESSED			
ENSG00000234776		C11orf94		C11orf94
ENSG00000234777		LINC02529		LINC02529
